from,to,count,
MBANE,GUEDIAWAYE,2,No
MBANE,PIKINE DAGOUDANE,3,No
MBANE,THIAROYE,3,No
MBANE,NIAYES,1,No
MBANE,RUFISQUE,0,No
MBANE,BAMBILOR,1,No
MBANE,KEUR MOUSSA,0,No
MBANE,SINDIA,1,No
MBANE,NOTTO,0,No
MBANE,THIENABA,0,No
MBANE,PAMBAL,0,No
MBANE,MEOUANE,0,No
MBANE,MERINA DAKHAR,0,No
MBANE,NIAKHENE,0,No
MBANE,THIES SUD,1,No
MBANE,THIES NORD,1,No
MBANE,FISSEL,0,No
MBANE,SESSENE,0,No
MBANE,TAIF,0,No
MBANE,KAEL,0,No
MBANE,NDAME,1,No
MBANE,NDOULO,0,No
MBANE,NDINDY,0,No
MBANE,NGOYE,0,No
MBANE,LAMBAYE,0,No
MBANE,BABA GARAGE,0,No
MBANE,COLOBANE,0,No
MBANE,NIAKHAR,0,No
MBANE,TATTAGUINE,0,No
MBANE,OUADIOUR,0,No
MBANE,NDIOB,0,No
MBANE,FIMELA,0,No
MBANE,NIODIOR,0,No
MBANE,TOUBACOUTA,0,No
MBANE,DJILOR,0,No
MBANE,SAKAL,0,No
MBANE,MEUR MOMAR SARR,2,No
MBANE,MBEDIENE,0,No
MBANE,COKI,0,No
MBANE,SAGATTA GUETH I,0,No
MBANE,SAGATTA GUETH II,1,No
MBANE,DAROU MOUSTY,0,No
MBANE,SAGATTA DJOLOF,1,No
MBANE,YANG YANG,4,No
MBANE,DODJI,0,No
MBANE,BARKEDJI,0,No
MBANE,MBADAKHOUNE,0,No
MBANE,NGUELOU,0,No
MBANE,NGOTHIE,0,No
MBANE,KOUMBAL,0,No
MBANE,NDIEDIENG,0,No
MBANE,PAOS KOTO,0,No
MBANE,WACK NGOUNA,0,No
MBANE,MEDINA SABAKH,0,No
MBANE,GNIBY,0,No
MBANE,DAROU MINAME II,0,No
MBANE,KATAKELKEUR MBOUCKI,0,No
MBANE,KEUR MBOUCKI,0,No
MBANE,SAGNA,0,No
MBANE,IDA MOURIDE,0,No
MBANE,MISSIRAH WADENE,0,No
MBANE,LOUR ESCALE,0,No
MBANE,MABO,0,No
MBANE,SALDE,0,No
MBANE,NDIAYE MBERESS,13,No
MBANE,GAMADJI SARRE,0,No
MBANE,CAS CAS,0,No
MBANE,RAO,5,No
MBANE,THILE BOUBACAR,2,No
MBANE,FAFACOUROU,0,No
MBANE,MAMPATIM,0,No
MBANE,NDORNA,0,No
MBANE,BONCONTO,0,No
MBANE,NIAMING,0,No
MBANE,DIOULACOLON,0,No
MBANE,SARE COLY SALE,0,No
MBANE,PAKOUR,0,No
MBANE,SARE BIDJI,0,No
MBANE,DJIBANAR,0,No
MBANE,DJIREDJI,0,No
MBANE,DIAROUME,0,No
MBANE,BONA,0,No
MBANE,KARANTABA,0,No
MBANE,DIENDE,0,No
MBANE,BOGHAL,0,No
MBANE,SIMBANDI BRASSOU,0,No
MBANE,DJIBABOUYA,0,No
MBANE,CABROUSSE,0,No
MBANE,LOUDIA OUOLOF,0,No
MBANE,SINDIAN,0,No
MBANE,TENGHORY,0,No
MBANE,KATABA I,0,No
MBANE,TENDOUCK,0,No
MBANE,NYASSIA,0,No
MBANE,NIAGUIS,0,No
MBANE,BANDAFASSI,0,No
MBANE,BEMBOU,0,No
MBANE,DAKATELY,0,No
MBANE,DAR SALAM,0,No
MBANE,FONGOLIMBI,0,No
MBANE,SABODALA,0,No
MBANE,KOUSSANAR,0,No
MBANE,MISSIRAH,0,No
MBANE,MAKACOULIBANTANG,0,No
MBANE,KOUTHIABA OUOLOF,0,No
MBANE,BAMBA NDIAYENE,0,No
MBANE,KOULOR,0,No
MBANE,DIANKE MAKHA,0,No
MBANE,BALA,0,No
MBANE,BOYNGUEL BAMBA,0,No
MBANE,MOUDERY,0,No
MBANE,KENIEBA,0,No
MBANE,BELE,0,No
MBANE,OGO,0,No
MBANE,AGNAM CIVOL,0,No
MBANE,VELINGARA,0,No
MBANE,ORKADIERE,0,No
MBANE,OURO SIDY,0,No
SALDE,PARCELLES ASSAINIES,1,No
SALDE,ALMADIES,0,No
SALDE,GRAND DAKAR,0,No
SALDE,DAKAR PLATEAU,0,No
SALDE,GUEDIAWAYE,1,No
SALDE,PIKINE DAGOUDANE,4,No
SALDE,THIAROYE,1,No
SALDE,NIAYES,0,No
SALDE,RUFISQUE,0,No
SALDE,BAMBILOR,1,No
SALDE,KEUR MOUSSA,0,No
SALDE,SINDIA,0,No
SALDE,NOTTO,0,No
SALDE,THIENABA,0,No
SALDE,PAMBAL,1,No
SALDE,MEOUANE,2,No
SALDE,MERINA DAKHAR,1,No
SALDE,NIAKHENE,0,No
SALDE,THIES SUD,1,No
SALDE,THIES NORD,0,No
SALDE,FISSEL,0,No
SALDE,SESSENE,0,No
SALDE,TAIF,0,No
SALDE,KAEL,1,No
SALDE,NDAME,2,No
SALDE,NDOULO,0,No
SALDE,NDINDY,0,No
SALDE,NGOYE,0,No
SALDE,LAMBAYE,0,No
SALDE,BABA GARAGE,0,No
SALDE,COLOBANE,0,No
SALDE,NIAKHAR,0,No
SALDE,TATTAGUINE,0,No
SALDE,OUADIOUR,0,No
SALDE,NDIOB,0,No
SALDE,FIMELA,0,No
SALDE,NIODIOR,0,No
SALDE,TOUBACOUTA,0,No
SALDE,DJILOR,0,No
SALDE,SAKAL,0,No
SALDE,MEUR MOMAR SARR,1,No
SALDE,MBEDIENE,0,No
SALDE,COKI,0,No
SALDE,SAGATTA GUETH I,0,No
SALDE,SAGATTA GUETH II,0,No
SALDE,DAROU MOUSTY,0,No
SALDE,SAGATTA DJOLOF,1,No
SALDE,YANG YANG,0,No
SALDE,DODJI,0,No
SALDE,BARKEDJI,0,No
SALDE,MBADAKHOUNE,0,No
SALDE,NGUELOU,0,No
SALDE,NGOTHIE,0,No
SALDE,KOUMBAL,0,No
SALDE,NDIEDIENG,0,No
SALDE,PAOS KOTO,0,No
SALDE,WACK NGOUNA,0,No
SALDE,MEDINA SABAKH,0,No
SALDE,GNIBY,0,No
SALDE,DAROU MINAME II,0,No
SALDE,KATAKELKEUR MBOUCKI,0,No
SALDE,KEUR MBOUCKI,0,No
SALDE,SAGNA,0,No
SALDE,IDA MOURIDE,0,No
SALDE,MISSIRAH WADENE,0,No
SALDE,LOUR ESCALE,0,No
SALDE,MABO,0,No
SALDE,MBANE,0,No
SALDE,NDIAYE MBERESS,0,No
SALDE,GAMADJI SARRE,2,No
SALDE,CAS CAS,11,No
SALDE,RAO,0,No
SALDE,THILE BOUBACAR,0,No
SALDE,FAFACOUROU,0,No
SALDE,MAMPATIM,0,No
SALDE,NDORNA,0,No
SALDE,BONCONTO,0,No
SALDE,NIAMING,0,No
SALDE,DIOULACOLON,0,No
SALDE,SARE COLY SALE,0,No
SALDE,PAKOUR,0,No
SALDE,SARE BIDJI,0,No
SALDE,DJIBANAR,0,No
SALDE,DJIREDJI,0,No
SALDE,DIAROUME,0,No
SALDE,BONA,0,No
SALDE,KARANTABA,0,No
SALDE,DIENDE,0,No
SALDE,BOGHAL,0,No
SALDE,SIMBANDI BRASSOU,0,No
SALDE,DJIBABOUYA,0,No
SALDE,CABROUSSE,0,No
SALDE,LOUDIA OUOLOF,0,No
SALDE,SINDIAN,0,No
SALDE,TENGHORY,0,No
SALDE,KATABA I,0,No
SALDE,TENDOUCK,0,No
SALDE,NYASSIA,0,No
SALDE,NIAGUIS,0,No
SALDE,BANDAFASSI,0,No
SALDE,BEMBOU,0,No
SALDE,DAKATELY,0,No
SALDE,DAR SALAM,0,No
SALDE,FONGOLIMBI,0,No
SALDE,SABODALA,0,No
SALDE,KOUSSANAR,0,No
SALDE,MISSIRAH,0,No
SALDE,MAKACOULIBANTANG,0,No
SALDE,KOUTHIABA OUOLOF,0,No
SALDE,BAMBA NDIAYENE,0,No
SALDE,KOULOR,0,No
SALDE,DIANKE MAKHA,0,No
SALDE,BALA,1,No
SALDE,BOYNGUEL BAMBA,5,No
SALDE,MOUDERY,1,No
SALDE,KENIEBA,0,No
SALDE,BELE,0,No
SALDE,OGO,3,No
SALDE,AGNAM CIVOL,1,No
SALDE,VELINGARA,1,No
SALDE,ORKADIERE,0,No
SALDE,OURO SIDY,0,No
NDIAYE MBERESS,PARCELLES ASSAINIES,5,No
NDIAYE MBERESS,ALMADIES,4,No
NDIAYE MBERESS,GRAND DAKAR,8,No
NDIAYE MBERESS,DAKAR PLATEAU,6,No
NDIAYE MBERESS,GUEDIAWAYE,5,No
NDIAYE MBERESS,PIKINE DAGOUDANE,4,No
NDIAYE MBERESS,THIAROYE,1,No
NDIAYE MBERESS,NIAYES,7,No
NDIAYE MBERESS,RUFISQUE,1,No
NDIAYE MBERESS,BAMBILOR,1,No
NDIAYE MBERESS,KEUR MOUSSA,1,No
NDIAYE MBERESS,SINDIA,3,No
NDIAYE MBERESS,NOTTO,1,No
NDIAYE MBERESS,THIENABA,0,No
NDIAYE MBERESS,PAMBAL,3,No
NDIAYE MBERESS,MEOUANE,3,No
NDIAYE MBERESS,MERINA DAKHAR,1,No
NDIAYE MBERESS,NIAKHENE,0,No
NDIAYE MBERESS,THIES SUD,1,No
NDIAYE MBERESS,THIES NORD,0,No
NDIAYE MBERESS,FISSEL,0,No
NDIAYE MBERESS,SESSENE,2,No
NDIAYE MBERESS,TAIF,0,No
NDIAYE MBERESS,KAEL,0,No
NDIAYE MBERESS,NDAME,2,No
NDIAYE MBERESS,NDOULO,0,No
NDIAYE MBERESS,NDINDY,0,No
NDIAYE MBERESS,NGOYE,1,No
NDIAYE MBERESS,LAMBAYE,0,No
NDIAYE MBERESS,BABA GARAGE,1,No
NDIAYE MBERESS,COLOBANE,0,No
NDIAYE MBERESS,NIAKHAR,0,No
NDIAYE MBERESS,TATTAGUINE,0,No
NDIAYE MBERESS,OUADIOUR,0,No
NDIAYE MBERESS,NDIOB,2,No
NDIAYE MBERESS,FIMELA,0,No
NDIAYE MBERESS,NIODIOR,0,No
NDIAYE MBERESS,TOUBACOUTA,0,No
NDIAYE MBERESS,DJILOR,1,No
NDIAYE MBERESS,SAKAL,1,No
NDIAYE MBERESS,MEUR MOMAR SARR,4,No
NDIAYE MBERESS,MBEDIENE,3,No
NDIAYE MBERESS,COKI,0,No
NDIAYE MBERESS,SAGATTA GUETH I,2,No
NDIAYE MBERESS,SAGATTA GUETH II,1,No
NDIAYE MBERESS,DAROU MOUSTY,0,No
NDIAYE MBERESS,SAGATTA DJOLOF,0,No
NDIAYE MBERESS,YANG YANG,0,No
NDIAYE MBERESS,DODJI,2,No
NDIAYE MBERESS,BARKEDJI,0,No
NDIAYE MBERESS,MBADAKHOUNE,0,No
NDIAYE MBERESS,NGUELOU,0,No
NDIAYE MBERESS,NGOTHIE,0,No
NDIAYE MBERESS,KOUMBAL,1,No
NDIAYE MBERESS,NDIEDIENG,1,No
NDIAYE MBERESS,PAOS KOTO,0,No
NDIAYE MBERESS,WACK NGOUNA,1,No
NDIAYE MBERESS,MEDINA SABAKH,1,No
NDIAYE MBERESS,GNIBY,0,No
NDIAYE MBERESS,DAROU MINAME II,0,No
NDIAYE MBERESS,KATAKELKEUR MBOUCKI,0,No
NDIAYE MBERESS,KEUR MBOUCKI,0,No
NDIAYE MBERESS,SAGNA,0,No
NDIAYE MBERESS,IDA MOURIDE,0,No
NDIAYE MBERESS,MISSIRAH WADENE,0,No
NDIAYE MBERESS,LOUR ESCALE,0,No
NDIAYE MBERESS,MABO,0,No
NDIAYE MBERESS,MBANE,32,No
NDIAYE MBERESS,SALDE,1,No
NDIAYE MBERESS,GAMADJI SARRE,9,No
NDIAYE MBERESS,CAS CAS,2,No
NDIAYE MBERESS,RAO,29,No
NDIAYE MBERESS,THILE BOUBACAR,1,No
NDIAYE MBERESS,FAFACOUROU,0,No
NDIAYE MBERESS,MAMPATIM,0,No
NDIAYE MBERESS,NDORNA,0,No
NDIAYE MBERESS,BONCONTO,0,No
NDIAYE MBERESS,NIAMING,0,No
NDIAYE MBERESS,DIOULACOLON,0,No
NDIAYE MBERESS,SARE COLY SALE,0,No
NDIAYE MBERESS,PAKOUR,0,No
NDIAYE MBERESS,SARE BIDJI,0,No
NDIAYE MBERESS,DJIBANAR,1,No
NDIAYE MBERESS,DJIREDJI,0,No
NDIAYE MBERESS,DIAROUME,0,No
NDIAYE MBERESS,BONA,0,No
NDIAYE MBERESS,KARANTABA,0,No
NDIAYE MBERESS,DIENDE,0,No
NDIAYE MBERESS,BOGHAL,0,No
NDIAYE MBERESS,SIMBANDI BRASSOU,0,No
NDIAYE MBERESS,DJIBABOUYA,0,No
NDIAYE MBERESS,CABROUSSE,0,No
NDIAYE MBERESS,LOUDIA OUOLOF,0,No
NDIAYE MBERESS,SINDIAN,0,No
NDIAYE MBERESS,TENGHORY,0,No
NDIAYE MBERESS,KATABA I,0,No
NDIAYE MBERESS,TENDOUCK,0,No
NDIAYE MBERESS,NYASSIA,0,No
NDIAYE MBERESS,NIAGUIS,1,No
NDIAYE MBERESS,BANDAFASSI,0,No
NDIAYE MBERESS,BEMBOU,0,No
NDIAYE MBERESS,DAKATELY,0,No
NDIAYE MBERESS,DAR SALAM,0,No
NDIAYE MBERESS,FONGOLIMBI,0,No
NDIAYE MBERESS,SABODALA,0,No
NDIAYE MBERESS,KOUSSANAR,1,No
NDIAYE MBERESS,MISSIRAH,0,No
NDIAYE MBERESS,MAKACOULIBANTANG,0,No
NDIAYE MBERESS,KOUTHIABA OUOLOF,0,No
NDIAYE MBERESS,BAMBA NDIAYENE,0,No
NDIAYE MBERESS,KOULOR,0,No
NDIAYE MBERESS,DIANKE MAKHA,0,No
NDIAYE MBERESS,BALA,0,No
NDIAYE MBERESS,BOYNGUEL BAMBA,0,No
NDIAYE MBERESS,MOUDERY,1,No
NDIAYE MBERESS,KENIEBA,0,No
NDIAYE MBERESS,BELE,0,No
NDIAYE MBERESS,OGO,1,No
NDIAYE MBERESS,AGNAM CIVOL,1,No
NDIAYE MBERESS,VELINGARA,0,No
NDIAYE MBERESS,ORKADIERE,0,No
NDIAYE MBERESS,OURO SIDY,0,No
GAMADJI SARRE,PARCELLES ASSAINIES,5,No
GAMADJI SARRE,ALMADIES,2,No
GAMADJI SARRE,GRAND DAKAR,3,No
GAMADJI SARRE,DAKAR PLATEAU,2,No
GAMADJI SARRE,GUEDIAWAYE,4,No
GAMADJI SARRE,PIKINE DAGOUDANE,1,No
GAMADJI SARRE,THIAROYE,4,No
GAMADJI SARRE,NIAYES,0,No
GAMADJI SARRE,RUFISQUE,0,No
GAMADJI SARRE,BAMBILOR,3,No
GAMADJI SARRE,KEUR MOUSSA,0,No
GAMADJI SARRE,SINDIA,0,No
GAMADJI SARRE,NOTTO,0,No
GAMADJI SARRE,THIENABA,0,No
GAMADJI SARRE,PAMBAL,0,No
GAMADJI SARRE,MEOUANE,0,No
GAMADJI SARRE,MERINA DAKHAR,0,No
GAMADJI SARRE,NIAKHENE,0,No
GAMADJI SARRE,THIES SUD,0,No
GAMADJI SARRE,THIES NORD,1,No
GAMADJI SARRE,FISSEL,0,No
GAMADJI SARRE,SESSENE,0,No
GAMADJI SARRE,TAIF,0,No
GAMADJI SARRE,KAEL,0,No
GAMADJI SARRE,NDAME,2,No
GAMADJI SARRE,NDOULO,0,No
GAMADJI SARRE,NDINDY,0,No
GAMADJI SARRE,NGOYE,0,No
GAMADJI SARRE,LAMBAYE,0,No
GAMADJI SARRE,BABA GARAGE,0,No
GAMADJI SARRE,COLOBANE,0,No
GAMADJI SARRE,NIAKHAR,0,No
GAMADJI SARRE,TATTAGUINE,0,No
GAMADJI SARRE,OUADIOUR,0,No
GAMADJI SARRE,NDIOB,0,No
GAMADJI SARRE,FIMELA,1,No
GAMADJI SARRE,NIODIOR,0,No
GAMADJI SARRE,TOUBACOUTA,0,No
GAMADJI SARRE,DJILOR,0,No
GAMADJI SARRE,SAKAL,0,No
GAMADJI SARRE,MEUR MOMAR SARR,0,No
GAMADJI SARRE,MBEDIENE,1,No
GAMADJI SARRE,COKI,0,No
GAMADJI SARRE,SAGATTA GUETH I,0,No
GAMADJI SARRE,SAGATTA GUETH II,0,No
GAMADJI SARRE,DAROU MOUSTY,0,No
GAMADJI SARRE,SAGATTA DJOLOF,0,No
GAMADJI SARRE,YANG YANG,1,No
GAMADJI SARRE,DODJI,6,No
GAMADJI SARRE,BARKEDJI,0,No
GAMADJI SARRE,MBADAKHOUNE,0,No
GAMADJI SARRE,NGUELOU,0,No
GAMADJI SARRE,NGOTHIE,0,No
GAMADJI SARRE,KOUMBAL,2,No
GAMADJI SARRE,NDIEDIENG,0,No
GAMADJI SARRE,PAOS KOTO,0,No
GAMADJI SARRE,WACK NGOUNA,0,No
GAMADJI SARRE,MEDINA SABAKH,0,No
GAMADJI SARRE,GNIBY,0,No
GAMADJI SARRE,DAROU MINAME II,1,No
GAMADJI SARRE,KATAKELKEUR MBOUCKI,0,No
GAMADJI SARRE,KEUR MBOUCKI,0,No
GAMADJI SARRE,SAGNA,0,No
GAMADJI SARRE,IDA MOURIDE,0,No
GAMADJI SARRE,MISSIRAH WADENE,0,No
GAMADJI SARRE,LOUR ESCALE,0,No
GAMADJI SARRE,MABO,0,No
GAMADJI SARRE,MBANE,2,No
GAMADJI SARRE,SALDE,3,No
GAMADJI SARRE,NDIAYE MBERESS,3,No
GAMADJI SARRE,CAS CAS,8,No
GAMADJI SARRE,RAO,2,No
GAMADJI SARRE,THILE BOUBACAR,7,No
GAMADJI SARRE,FAFACOUROU,0,No
GAMADJI SARRE,MAMPATIM,0,No
GAMADJI SARRE,NDORNA,0,No
GAMADJI SARRE,BONCONTO,1,No
GAMADJI SARRE,NIAMING,0,No
GAMADJI SARRE,DIOULACOLON,0,No
GAMADJI SARRE,SARE COLY SALE,0,No
GAMADJI SARRE,PAKOUR,0,No
GAMADJI SARRE,SARE BIDJI,0,No
GAMADJI SARRE,DJIBANAR,0,No
GAMADJI SARRE,DJIREDJI,0,No
GAMADJI SARRE,DIAROUME,0,No
GAMADJI SARRE,BONA,0,No
GAMADJI SARRE,KARANTABA,0,No
GAMADJI SARRE,DIENDE,0,No
GAMADJI SARRE,BOGHAL,0,No
GAMADJI SARRE,SIMBANDI BRASSOU,0,No
GAMADJI SARRE,DJIBABOUYA,0,No
GAMADJI SARRE,CABROUSSE,0,No
GAMADJI SARRE,LOUDIA OUOLOF,0,No
GAMADJI SARRE,SINDIAN,0,No
GAMADJI SARRE,TENGHORY,0,No
GAMADJI SARRE,KATABA I,0,No
GAMADJI SARRE,TENDOUCK,0,No
GAMADJI SARRE,NYASSIA,0,No
GAMADJI SARRE,NIAGUIS,0,No
GAMADJI SARRE,BANDAFASSI,0,No
GAMADJI SARRE,BEMBOU,0,No
GAMADJI SARRE,DAKATELY,0,No
GAMADJI SARRE,DAR SALAM,0,No
GAMADJI SARRE,FONGOLIMBI,0,No
GAMADJI SARRE,SABODALA,0,No
GAMADJI SARRE,KOUSSANAR,0,No
GAMADJI SARRE,MISSIRAH,0,No
GAMADJI SARRE,MAKACOULIBANTANG,0,No
GAMADJI SARRE,KOUTHIABA OUOLOF,0,No
GAMADJI SARRE,BAMBA NDIAYENE,0,No
GAMADJI SARRE,KOULOR,0,No
GAMADJI SARRE,DIANKE MAKHA,0,No
GAMADJI SARRE,BALA,0,No
GAMADJI SARRE,BOYNGUEL BAMBA,0,No
GAMADJI SARRE,MOUDERY,0,No
GAMADJI SARRE,KENIEBA,0,No
GAMADJI SARRE,BELE,0,No
GAMADJI SARRE,OGO,3,No
GAMADJI SARRE,AGNAM CIVOL,1,No
GAMADJI SARRE,VELINGARA,2,No
GAMADJI SARRE,ORKADIERE,2,No
GAMADJI SARRE,OURO SIDY,0,No
CAS CAS,PARCELLES ASSAINIES,1,No
CAS CAS,ALMADIES,3,No
CAS CAS,GRAND DAKAR,2,No
CAS CAS,DAKAR PLATEAU,0,No
CAS CAS,GUEDIAWAYE,1,No
CAS CAS,PIKINE DAGOUDANE,3,No
CAS CAS,THIAROYE,5,No
CAS CAS,NIAYES,0,No
CAS CAS,RUFISQUE,2,No
CAS CAS,BAMBILOR,1,No
CAS CAS,KEUR MOUSSA,0,No
CAS CAS,SINDIA,0,No
CAS CAS,NOTTO,0,No
CAS CAS,THIENABA,1,No
CAS CAS,PAMBAL,0,No
CAS CAS,MEOUANE,0,No
CAS CAS,MERINA DAKHAR,0,No
CAS CAS,NIAKHENE,0,No
CAS CAS,THIES SUD,0,No
CAS CAS,THIES NORD,0,No
CAS CAS,FISSEL,0,No
CAS CAS,SESSENE,0,No
CAS CAS,TAIF,0,No
CAS CAS,KAEL,0,No
CAS CAS,NDAME,0,No
CAS CAS,NDOULO,1,No
CAS CAS,NDINDY,0,No
CAS CAS,NGOYE,0,No
CAS CAS,LAMBAYE,0,No
CAS CAS,BABA GARAGE,0,No
CAS CAS,COLOBANE,0,No
CAS CAS,NIAKHAR,0,No
CAS CAS,TATTAGUINE,0,No
CAS CAS,OUADIOUR,0,No
CAS CAS,NDIOB,0,No
CAS CAS,FIMELA,1,No
CAS CAS,NIODIOR,0,No
CAS CAS,TOUBACOUTA,0,No
CAS CAS,DJILOR,0,No
CAS CAS,SAKAL,0,No
CAS CAS,MEUR MOMAR SARR,0,No
CAS CAS,MBEDIENE,0,No
CAS CAS,COKI,0,No
CAS CAS,SAGATTA GUETH I,0,No
CAS CAS,SAGATTA GUETH II,0,No
CAS CAS,DAROU MOUSTY,0,No
CAS CAS,SAGATTA DJOLOF,0,No
CAS CAS,YANG YANG,0,No
CAS CAS,DODJI,0,No
CAS CAS,BARKEDJI,0,No
CAS CAS,MBADAKHOUNE,0,No
CAS CAS,NGUELOU,0,No
CAS CAS,NGOTHIE,1,No
CAS CAS,KOUMBAL,1,No
CAS CAS,NDIEDIENG,0,No
CAS CAS,PAOS KOTO,0,No
CAS CAS,WACK NGOUNA,0,No
CAS CAS,MEDINA SABAKH,0,No
CAS CAS,GNIBY,0,No
CAS CAS,DAROU MINAME II,0,No
CAS CAS,KATAKELKEUR MBOUCKI,0,No
CAS CAS,KEUR MBOUCKI,0,No
CAS CAS,SAGNA,0,No
CAS CAS,IDA MOURIDE,0,No
CAS CAS,MISSIRAH WADENE,0,No
CAS CAS,LOUR ESCALE,0,No
CAS CAS,MABO,0,No
CAS CAS,MBANE,1,No
CAS CAS,SALDE,4,No
CAS CAS,NDIAYE MBERESS,0,No
CAS CAS,GAMADJI SARRE,11,No
CAS CAS,RAO,1,No
CAS CAS,THILE BOUBACAR,1,No
CAS CAS,FAFACOUROU,0,No
CAS CAS,MAMPATIM,0,No
CAS CAS,NDORNA,0,No
CAS CAS,BONCONTO,0,No
CAS CAS,NIAMING,0,No
CAS CAS,DIOULACOLON,0,No
CAS CAS,SARE COLY SALE,0,No
CAS CAS,PAKOUR,0,No
CAS CAS,SARE BIDJI,0,No
CAS CAS,DJIBANAR,0,No
CAS CAS,DJIREDJI,0,No
CAS CAS,DIAROUME,0,No
CAS CAS,BONA,0,No
CAS CAS,KARANTABA,0,No
CAS CAS,DIENDE,0,No
CAS CAS,BOGHAL,0,No
CAS CAS,SIMBANDI BRASSOU,0,No
CAS CAS,DJIBABOUYA,0,No
CAS CAS,CABROUSSE,0,No
CAS CAS,LOUDIA OUOLOF,0,No
CAS CAS,SINDIAN,0,No
CAS CAS,TENGHORY,0,No
CAS CAS,KATABA I,0,No
CAS CAS,TENDOUCK,0,No
CAS CAS,NYASSIA,0,No
CAS CAS,NIAGUIS,0,No
CAS CAS,BANDAFASSI,0,No
CAS CAS,BEMBOU,0,No
CAS CAS,DAKATELY,0,No
CAS CAS,DAR SALAM,0,No
CAS CAS,FONGOLIMBI,0,No
CAS CAS,SABODALA,0,No
CAS CAS,KOUSSANAR,0,No
CAS CAS,MISSIRAH,0,No
CAS CAS,MAKACOULIBANTANG,0,No
CAS CAS,KOUTHIABA OUOLOF,0,No
CAS CAS,BAMBA NDIAYENE,0,No
CAS CAS,KOULOR,0,No
CAS CAS,DIANKE MAKHA,0,No
CAS CAS,BALA,0,No
CAS CAS,BOYNGUEL BAMBA,0,No
CAS CAS,MOUDERY,0,No
CAS CAS,KENIEBA,0,No
CAS CAS,BELE,0,No
CAS CAS,OGO,1,No
CAS CAS,AGNAM CIVOL,1,No
CAS CAS,VELINGARA,0,No
CAS CAS,ORKADIERE,0,No
CAS CAS,OURO SIDY,0,No
RAO,PARCELLES ASSAINIES,13,No
RAO,ALMADIES,6,No
RAO,GRAND DAKAR,16,No
RAO,DAKAR PLATEAU,14,No
RAO,GUEDIAWAYE,7,No
RAO,PIKINE DAGOUDANE,5,No
RAO,THIAROYE,3,No
RAO,NIAYES,5,No
RAO,RUFISQUE,4,No
RAO,BAMBILOR,3,No
RAO,KEUR MOUSSA,1,No
RAO,SINDIA,5,No
RAO,NOTTO,0,No
RAO,THIENABA,1,No
RAO,PAMBAL,3,No
RAO,MEOUANE,1,No
RAO,MERINA DAKHAR,0,No
RAO,NIAKHENE,0,No
RAO,THIES SUD,9,No
RAO,THIES NORD,4,No
RAO,FISSEL,0,No
RAO,SESSENE,3,No
RAO,TAIF,0,No
RAO,KAEL,0,No
RAO,NDAME,7,No
RAO,NDOULO,3,No
RAO,NDINDY,0,No
RAO,NGOYE,0,No
RAO,LAMBAYE,0,No
RAO,BABA GARAGE,0,No
RAO,COLOBANE,0,No
RAO,NIAKHAR,1,No
RAO,TATTAGUINE,1,No
RAO,OUADIOUR,0,No
RAO,NDIOB,0,No
RAO,FIMELA,0,No
RAO,NIODIOR,0,No
RAO,TOUBACOUTA,0,No
RAO,DJILOR,1,No
RAO,SAKAL,2,No
RAO,MEUR MOMAR SARR,0,No
RAO,MBEDIENE,3,No
RAO,COKI,1,No
RAO,SAGATTA GUETH I,3,No
RAO,SAGATTA GUETH II,0,No
RAO,DAROU MOUSTY,1,No
RAO,SAGATTA DJOLOF,0,No
RAO,YANG YANG,0,No
RAO,DODJI,0,No
RAO,BARKEDJI,0,No
RAO,MBADAKHOUNE,0,No
RAO,NGUELOU,0,No
RAO,NGOTHIE,1,No
RAO,KOUMBAL,1,No
RAO,NDIEDIENG,0,No
RAO,PAOS KOTO,1,No
RAO,WACK NGOUNA,0,No
RAO,MEDINA SABAKH,1,No
RAO,GNIBY,1,No
RAO,DAROU MINAME II,0,No
RAO,KATAKELKEUR MBOUCKI,0,No
RAO,KEUR MBOUCKI,0,No
RAO,SAGNA,0,No
RAO,IDA MOURIDE,0,No
RAO,MISSIRAH WADENE,0,No
RAO,LOUR ESCALE,0,No
RAO,MABO,1,No
RAO,MBANE,14,No
RAO,SALDE,0,No
RAO,NDIAYE MBERESS,21,No
RAO,GAMADJI SARRE,1,No
RAO,CAS CAS,0,No
RAO,THILE BOUBACAR,2,No
RAO,FAFACOUROU,0,No
RAO,MAMPATIM,1,No
RAO,NDORNA,0,No
RAO,BONCONTO,0,No
RAO,NIAMING,0,No
RAO,DIOULACOLON,1,No
RAO,SARE COLY SALE,1,No
RAO,PAKOUR,0,No
RAO,SARE BIDJI,0,No
RAO,DJIBANAR,0,No
RAO,DJIREDJI,0,No
RAO,DIAROUME,0,No
RAO,BONA,1,No
RAO,KARANTABA,0,No
RAO,DIENDE,0,No
RAO,BOGHAL,0,No
RAO,SIMBANDI BRASSOU,0,No
RAO,DJIBABOUYA,0,No
RAO,CABROUSSE,0,No
RAO,LOUDIA OUOLOF,1,No
RAO,SINDIAN,1,No
RAO,TENGHORY,1,No
RAO,KATABA I,1,No
RAO,TENDOUCK,0,No
RAO,NYASSIA,0,No
RAO,NIAGUIS,1,No
RAO,BANDAFASSI,0,No
RAO,BEMBOU,0,No
RAO,DAKATELY,0,No
RAO,DAR SALAM,0,No
RAO,FONGOLIMBI,0,No
